# File: WEO2022_elec_params.csv,,,,,,,
# Title: Power technology assumptions of WEO2022,,,,,,,
# Units: in file,,,,,,,
# Source: WEO 2022 (https://www.iea.org/data-and-statistics/data-product/world-energy-outlook-2022-free-dataset#tables-for-scenario-projections),,,,,,,
# Comments: WEO technologies are mapped to GCAM technologies in energy/mappings/weo_elec_mapping.csv. Regions are mapped in energy/mappings/weo_elec_mapping.csv,,,,,,,
# Column types: cnnncccc,,,,,,,
# ----------,,,,,,,
region,2021,2030,2050,scenario,Unit,technology,subsector
United States,500,500,500,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
Japan,500,500,500,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
Russia,450,450,450,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
China,350,350,350,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
India,400,400,400,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
Middle East,450,450,450,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
Africa,400,400,400,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
Brazil,400,400,400,Stated.Policies,"Capital costs
(USD/kW)",Gas turbine,gas
European Union,1300,1300,1300,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
United States,1300,1300,1300,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
Japan,1440,1440,1440,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
Russia,1040,1040,1040,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
China,720,720,720,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
India,920,920,920,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
Middle East,1040,1040,1040,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
Africa,920,920,920,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
Brazil,920,920,920,Stated.Policies,"Capital costs
(USD/kW)",CCGT - CHP,gas
European Union,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
United States,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Japan,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Russia,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
China,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
India,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Middle East,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Africa,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Brazil,5000,2500,2500,Stated.Policies,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
European Union,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
United States,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
Japan,30,30,30,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
Russia,30,30,30,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
China,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
India,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
Middle East,30,30,30,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
Africa,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
Brazil,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT,gas
European Union,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
United States,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Japan,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Russia,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
China,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
India,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Middle East,25,25,25,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Africa,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Brazil,20,20,20,Stated.Policies,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
European Union,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
United States,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Japan,45,45,45,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Russia,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
China,30,30,30,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
India,35,35,35,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Middle East,40,40,40,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Africa,35,35,35,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Brazil,35,35,35,Stated.Policies,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
European Union,100,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
United States,100,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Japan,100,50,50,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Russia,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
China,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
India,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Middle East,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Africa,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Brazil,150,75,75,Stated.Policies,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
European Union,0.59,0.6,0.61,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
United States,0.59,0.6,0.61,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
Japan,0.59,0.6,0.61,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
Russia,0.57,0.58,0.58,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
China,0.57,0.58,0.59,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
India,0.56,0.57,0.58,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
Middle East,0.57,0.58,0.58,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
Africa,0.58,0.59,0.59,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
Brazil,0.58,0.59,0.59,Stated.Policies,"Efficiency
(gross, LHV)",CCGT,gas
European Union,0.4,0.41,0.42,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
United States,0.4,0.41,0.42,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
Japan,0.4,0.41,0.42,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
Russia,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
China,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
India,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
Middle East,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
Africa,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
Brazil,0.38,0.39,0.41,Stated.Policies,"Efficiency
(gross, LHV)",Gas turbine,gas
European Union,0.82,0.83,0.84,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
United States,0.82,0.83,0.84,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Japan,0.82,0.83,0.84,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Russia,0.8,0.81,0.82,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
China,0.8,0.81,0.82,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
India,0.79,0.8,0.81,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Middle East,0.8,0.81,0.82,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Africa,0.81,0.82,0.83,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Brazil,0.81,0.82,0.83,Stated.Policies,"Efficiency
(gross, LHV)",CCGT - CHP,gas
European Union,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
United States,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Japan,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Russia,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
China,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
India,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Middle East,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Africa,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Brazil,0.46,0.54,0.6,Stated.Policies,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
European Union,NA,1000,1000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
United States,NA,1000,1000,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
Japan,NA,1100,1100,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
Russia,NA,800,800,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
China,NA,560,560,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
India,NA,700,700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
Middle East,NA,800,800,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
Africa,NA,700,700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
Brazil,NA,700,700,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT,gas
European Union,NA,500,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
United States,NA,500,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
Japan,NA,500,500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
Russia,NA,450,450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
China,NA,350,350,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
India,NA,400,400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
Middle East,NA,450,450,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
Africa,NA,400,400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
Brazil,NA,400,400,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Gas turbine,gas
European Union,NA,1300,1300,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
United States,NA,1300,1300,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
Japan,NA,1440,1440,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
Russia,NA,1040,1040,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
China,NA,720,720,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
India,NA,920,920,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
Middle East,NA,1040,1040,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
Africa,NA,920,920,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
Brazil,NA,920,920,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",CCGT - CHP,gas
European Union,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
United States,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Japan,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Russia,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
China,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
India,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Middle East,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Africa,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Brazil,NA,2500,2500,Net.Zero.Emissions.by.2050,"Capital costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
European Union,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
United States,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
Japan,NA,30,30,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
Russia,NA,30,30,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
China,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
India,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
Middle East,NA,30,30,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
Africa,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
Brazil,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT,gas
European Union,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
United States,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Japan,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Russia,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
China,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
India,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Middle East,NA,25,25,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Africa,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
Brazil,NA,20,20,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Gas turbine,gas
European Union,NA,40,40,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
United States,NA,40,40,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Japan,NA,45,45,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Russia,NA,40,40,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
China,NA,30,30,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
India,NA,35,35,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Middle East,NA,40,40,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Africa,NA,35,35,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
Brazil,NA,35,35,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",CCGT - CHP,gas
European Union,NA,50,50,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
United States,NA,50,50,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Japan,NA,50,50,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Russia,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
China,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
India,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Middle East,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Africa,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
Brazil,NA,75,75,Net.Zero.Emissions.by.2050,"Annual O&M Costs
(USD/kW)",Fuel cell (distributed electricity generation),gas
European Union,NA,0.6,0.61,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
United States,NA,0.6,0.61,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
Japan,NA,0.6,0.61,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
Russia,NA,0.58,0.58,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
China,NA,0.58,0.58,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
India,NA,0.57,0.58,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
Middle East,NA,0.58,0.58,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
Africa,NA,0.59,0.59,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
Brazil,NA,0.59,0.59,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT,gas
European Union,NA,0.41,0.42,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
United States,NA,0.41,0.42,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
Japan,NA,0.41,0.42,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
Russia,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
China,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
India,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
Middle East,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
Africa,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
Brazil,NA,0.39,0.41,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Gas turbine,gas
European Union,NA,0.83,0.84,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
United States,NA,0.83,0.84,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Japan,NA,0.83,0.84,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Russia,NA,0.81,0.82,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
China,NA,0.81,0.82,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
India,NA,0.8,0.81,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Middle East,NA,0.81,0.82,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Africa,NA,0.82,0.83,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
Brazil,NA,0.82,0.83,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",CCGT - CHP,gas
European Union,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
United States,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Japan,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Russia,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
China,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
India,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Middle East,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Africa,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
Brazil,NA,0.54,0.6,Net.Zero.Emissions.by.2050,"Efficiency
(gross, LHV)",Fuel cell (distributed electricity generation),gas
European Union,5500,5350,4000,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
United States,5600,5450,4000,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Japan,5900,5750,4400,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Russia,5100,4950,3800,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
China,3400,3250,2150,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
India,3900,3750,2750,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Middle East,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Africa,4500,4350,3250,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Brazil,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
European Union,5850,5550,4950,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
United States,5950,5650,4950,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Japan,6250,5950,5350,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Russia,5450,5200,4600,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
China,3650,3450,2850,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
India,4150,3950,3500,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Middle East,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Africa,4850,4600,4150,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Brazil,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
European Union,3100,3000,2200,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
United States,3100,3000,2150,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
Japan,3200,3100,2300,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
Russia,2650,2550,1850,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
China,2200,2100,1450,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
India,2300,2200,1600,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
Middle East,2800,2700,1950,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
Africa,2450,2350,1700,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
Brazil,NA,NA,NA,Stated.Policies,"Capital costs
(USD/kW)",CCGT + CCS,fossil fuels equipped with ccus
European Union,165,160,120,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
United States,170,165,120,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Japan,175,170,130,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Russia,180,175,130,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
China,135,130,85,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
India,155,150,110,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Middle East,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Africa,175,165,125,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
Brazil,NA,NA,NA,Stated.Policies,"Annual O&M Costs
(USD/kW)",Coal + CCS,fossil fuels equipped with ccus
European Union,205,195,170,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
United States,210,200,175,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Japan,220,210,185,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
Russia,190,180,160,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
China,165,155,130,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
India,185,175,160,Stated.Policies,"Annual O&M Costs
(USD/kW)",IGCC + CCS,fossil fuels equipped with ccus
